question_id,done_by_tnhl
65dc6a0ef76fc06aa10950ea,119
677df0506b46863932093773,317
677df364bedf5812c709632a,317
677df86bf5dbf9121d079dd3,316
677df9c3eb38480949038f4c,315
677dfa31eb38480949038f59,314
677dfe460cf744289901f1d2,313
677dfeb5d7f09718e7043fcf,313
677dff66d7f09718e7043ff5,314
677e01c7d5358ab4370cc87f,315
677e0287a0fd9bdaad063d9b,315
677e04109d1a527e840b5564,315
677e1d27f3786e3fc2079f04,314
677e25ce55ca45b2ae0c6b94,221
677e2698cf7167052b0e8f5f,221
677e27142a017d6adc0b05c3,221
677e27ccd8cfc1f5be066c74,221
677e2baf3f673bcfd205b836,221
677e2c8970ae6ce87308cc85,220
677e2f2fd40c5fba11032f97,220
677e30382e9bbf217103eac7,220
677e34166650105a0909c90e,220
677e35126d52d1647c056b2d,220
677e3841aac82a5921080790,220
677e38a75da749f09e04eef9,220
677e42176d52d1647c056c20,128
677e4ee8ae057d844506bb10,128
677f3aa2937fdb841000a18a,128
677f3b6780922268fc07c4b7,128
677f3e60b99539b6f3028694,128
677f4096a23820708c0ef779,128
677f411dcbc45bedae07377f,128
677f41bacbc45bedae073799,128
677f42312cc31273a206fced,128
677f45507435b37b8b04d833,128
6784bc9e6d89944e6d0656e8,143
6784bceecf6122d3600f9a77,143
6784bd351c360bca9e0dcfee,143
6784bd92cf6122d3600f9a90,143
6784be820d5ff44e7d0bd07b,143
6784bfaad467e96b750c91f3,143
6784c06d924989539b073ba1,143
6784c8346216c6d8d1079e85,143
6784c87f5b2af8b06c006784,143
6784c8bf363b0b378f082f18,143
678729b571364a675b00b9c0,162
67872a5071364a675b00b9d3,162
67872b9b6d245233820512bc,162
67872fa0bc9017be49022e5e,162
6787309f02c7f49f680d897c,162
678731dc269969f47c0ce167,162
6787366dd8009dd203004a8b,162
67873b1a4b31138aba0c6acb,162
67873c2ee60321f18e0d9b98,162
67873d7b926bdf9bde0e0f7e,162
67873ddd66827cd82102be1c,162
67873f6de526956eb507078c,162
6788878bc87e0acc160dc316,285
678889e3e1f143a24a0262cd,285
67888aa40a3f395d7c0cedcb,285
67888d3140d9af85f207fe84,285
67888dbcc2f33d2948064639,285
67888e3dd3b771ef400986f3,285
67888eb8e8d245754e0c2f92,287
6788900cd3b771ef4009871d,287
67889090f0b6d7d74103bdf2,287
6788b3a3e06cd19c270eb1dd,267
6788b7a2f897e9d1270aa96f,267
6788bb3ba22df8de62089727,267
6788be2eeb7a4e3126035a86,267
6788bf3d6486ee6e7606acb7,267
6788d819b186c181960d64aa,287
6789c4b768f836ffc10617c2,287
6789d10755be1f6fd200f951,285
678a0a5281d06cdaa804f71f,267
678a0da4b1a9479b5a036584,267
678a1cbf013304f9f60275ac,267
678b61e23cee25c5a70bf274,267
678b645eb79469765505ca55,267
678b694925ef3c62310a25bb,267
678b6cdd1b04f1589107c297,267
678f6c0667eb58bf8f088b77,285
678f7047694ee42cb705db3a,284
678f70afd77c72bfa201e89c,286
678f70f38ea8eea6ea028dd1,284
678f7172fe2f2c2a10011e4a,284
678f7229d2e8538d0f05cfb4,284
678f7278d14a593f9e051baf,286
678f72c9a8d7a5bcee053379,289
678f731655472949700513bc,294
678f738ccd97648d54080f09,294
678f73fabb51a735dc07762c,294
678f755930a87536790184f5,294
67906078702f932839009cab,227
679060dfdf77285387090b97,227
679061448f2a8c1049028bbd,227
679061b0fef64c9a4c0736a2,227
6790624307247648d8017d59,227
679062cd7f479b1c5d053d2c,227
6790631107247648d8017d69,227
6790636e07247648d8017d79,227
679063f18f2a8c1049028c00,227
679064b3cd53efab3308ab92,227
6790681d8b1626dda40b5507,227
679068a78b1626dda40b5521,227
6790a61627e23f459503971c,222
6790a6cc5ae08f37830888ec,222
6790a758c6f1427899053e64,222
6790a83302eb5e1bf30d8dad,222
6790a9599da9c609750a079c,222
6790a9f0586a5e6c650fbaff,222
6790aa967866c080310a33fb,223
6790abc066875458320b64b0,222
6790ac72656c1f51b409d7d9,224
6790ad1455de14f2f30181aa,224
6790ad9f58f83022dd071691,224
6790ae1358f83022dd0716af,224
67a18897e6fe976d420491b9,122
67a18aeb180b83b37f0bf852,122
67a2129c6bb256d5e6063542,122
67a215a02e19b00a2e0c3932,122
67a21782568131480f085a62,122
67a21935d8077a384c05ef87,122
67a21bc4eb89c38232040c53,122
67a2d0e99063e06c9908f732,122
67a3074e341ed5660f0600e2,45
67a31867f1a022f4ce07ef2d,122
67a319aee8dd643c5b0e7e77,122
67a32890c3627c61a802e594,45
67a3388d119b159aee0638b9,189
67a339bc99229e4a2200962a,189
67a33a2925030fce3b0721fa,189
67a33a7e0b80686ad00db7de,189
67a360222bbfcf318f0e6c84,199
67a421754b6cbec6bc071e23,74
67a4221ff2ccd0e83d0ccae9,74
67a4229a8b794b68c50db4ea,74
67a4232f01f4fe15450f686e,74
67a42612e36c368c2d05d133,74
67a426b6f39c3343ae059d3b,74
67a427436a636f01100fd9e0,74
67a427d3d3f64ae5450574d6,74
67a428679ba93224a705dbd0,74
67a428e1640bcfc76d0b397c,74
67a429912d356c6384061b1b,74
67a429fa6b13d016fd0d3706,74
67a42c85ee9e34120c08ab7b,199
67a42dd27eab9c23310101c7,199
67a42ef5331c91b15b0acc51,199
67a4303074907cb3370f081b,199
67a4316717a0df966b0b6981,199
67a431fbafceb258e90e9177,199
67a43305442515e684048c14,200
67a4364c873452d00f01cfd0,200
67a43df68f4fa9bf710f4e34,140
67a43e9eae80de72ee046bfc,140
67a43f28c9aceb30100c2fca,140
67a440c09155d7d2f70e209e,140
67a4416f53d647e0a70fa298,140
67a4581842af59622a04d76c,140
67a45a785a3b4c4dd906eeaa,140
67a45b604194780ea90c89f4,140
67a45bcd4156d16d840ce904,140
67a45d7f8c594f2a9c0358f6,140
67a45e0787512ba7800b3919,140
67a45e74d7fc332ae403ae59,140
67a4d35e63120d0d81069a22,45
67a4f22eb3710a4c57064e93,45
67a500bfffe148f67e0ba542,45
67a50ebe03076fe1150078d2,45
67a5187df1fd971d9d06a7d2,45
67a5206590c80d1ec20eff72,45
67a53a63d0236285c50ef412,45
67a5411bb47a95ce6c006784,45
67a5c7675733cd98e00065d5,105
67a5c7cae2fdd755e00b5243,105
67a5c807a23a78eaf606992b,105
67a5cae3e87509838d0796b9,105
67a5cb7aea19b1c18a0dbbf5,105
67a5cbf5394c1b0e3102f301,105
67a5ccf8a486f53d510f2ab0,105
67a5d04cf0b25888180028bd,105
67a5d1d327d08f71f10c75d8,105
67a5d2311ccd282633005b42,105
67a5d4243c6ce24cc40a8a56,129
67a5d48cb9703f1ee9055911,129
67a5d4bcb9703f1ee9055919,129
67a5d589869da315480ae047,129
67a5d5f5217ca1e43c0bbe5c,129
67a5d64a448a3760670a3bc5,129
67a5d68d2cd5ae81740f8f98,129
67a5d6e1652d3a16930bb28c,129
67a5d7352dcfba3f6f081968,129
67a5d7a6f8e2e046220422dc,129
67a5d83f471f84942001144d,92
67a5d8891b755a40dd00e20b,92
67a5d8c4c1efa10b34018a50,92
67a5d96c6f9162e284041792,92
67a5da11ecd74c14c601c353,92
67a5da582f8256a1c9097857,92
67a5da9bf64eb1b4a60c9a42,92
67a5db006e8af5b0a40779c3,92
67a5db4962ed03c33d0c2f5b,92
67a5dbae8824f01fb70ec7aa,92
67a9d0ed4148e1675100fa66,200
67a9d8aa33efa1da730234b7,204
67a9d95ddd012945320d6d13,204
67a9d9e3971d6e71b400dd7c,204
67a9db2f57b3caa852025290,204
67a9dc3be7e8cb3d62067ecb,204
67a9dd4095f450ec17046d85,204
67a9dd9935d0d348720cc205,204
67a9ddf499ea8044bb0185fb,204
67a9de535fb3c2c5bf047598,204
67a9dec8735c8e82d901ad97,204
67a9df2dbd8ed364a00336ab,204
67a9df928b722415a703c4bf,204
67aaf74446eecfce370fc334,210
67aafaf9011ee2fb630cc44c,151
67aafb7215662fb6dc09fd32,151
67aafc5198bf3e1b8c0bd4ae,151
67aafd0f98bf3e1b8c0bd4cb,151
67aafdc13d1034ee6007379d,151
67aafe355e3fb99c9805fccd,151
67aafe8315662fb6dc09fd91,153
67aafeec5e3fb99c9805fce6,153
67aaff52e8079216af01df3e,153
67ab00035e3fb99c9805fcfb,153
67ab0069e8079216af01df57,153
67ab035e3d1034ee60073809,210
67ab045ce8079216af01df7d,210
67ab057d98bf3e1b8c0bd599,210
67ab067be8079216af01dfae,210
67ab0757a1fc95be6b0476b8,210
67ab0a85a5586410340de3ea,210
67ab0b60a5586410340de3ed,210
67ab0d0bb272ccffd10a3a12,210
67ab0d102408bce65c0fe425,189
67ab0d62a4a8497c4b0233fa,189
67ab0d875f49b44b63074ac5,210
67ab0da6b272ccffd10a3a24,189
67ab0ddea4a8497c4b023409,189
67ab0de55f49b44b63074acd,210
67ab0e29a4a8497c4b023411,189
67ab0e50a4a8497c4b023418,210
67ab0e9a1418a89bb30b114e,189
67ab0ec5db2d8012bd0f9683,189
67ab0f03110c82dbb70d49ee,189
67abfe3749cdb4ec350893ce,96
67abfeace4eec1f8980fa923,96
67abff46e6a7edf978074d37,96
67abffad5ed990a67906262a,96
67ac0007658fec9fb90112f8,96
67ac0070e6a7edf978074d5a,96
67ac00b449cdb4ec35089409,96
67ac014e5ed990a67906265b,96
67ac01bc658fec9fb9011331,96
67ac0215658fec9fb901134d,97
67ac2163d1c5a830eb06a168,200
67ac5d146b33d0fd9c0fd018,200
67ad57c499706c6353023e83,164
67ad586f4cbd1c892c0ec9ca,165
67ad5900233eed93130f3290,167
67ad59b2c56597a1c107bb7d,167
67ad5ae659e9cb728f0aec4f,167
67ad5b771f753a0456043650,167
67ad5bd9233eed93130f32f9,167
67ad5c4160efc422b80e3c5e,167
67ad5ca31f753a0456043673,167
67ad5d2559e9cb728f0aec8b,167
67ad5da2a30c7326700586a6,167
67ad5e0ae01fea9c930694b7,167
67b2edfdd5774c717c09024b,145
67b2ee7c4f2693490f0de8b1,145
67b2eed74f2693490f0de8b7,145
67b2f0afecb6f296b2079dd5,145
67b2f16a11ba3cc0f8092911,145
67b2f2668f3c5c8b7c0e4aaa,145
67b2f3b48f3c5c8b7c0e4aae,145
67b2f45f79bd661e0604d8a8,145
67b2f4fbfb8d6ce63a0998dd,119
67b2f50379bd661e0604d8a9,145
67b2f58779bd661e0604d8ae,145
67b53e702f2a4a16b40d1bb6,70
67b53ee6fc7ce6747f012a0c,70
67b53fd9c5404677270b9bda,70
67b5405e50e6687e000f3733,70
67b543a0c5404677270b9c21,70
67b544012f2a4a16b40d1c1a,70
67b5447250e6687e000f3767,70
67b544e8fc7ce6747f012a86,70
67b5452efc7ce6747f012a90,70
67b545d9fc7ce6747f012aa3,70
67b5b3221ccc62e1800e7324,151
67b6d13c74e17e04e40decae,145
67b6d5cef3bc9beac100e817,145
67b8405e1ad4d48e0906537b,122
67b84724210078d46e04fe95,72
67b84787be1f005f5c0417ee,72
67b847e0a670eb50d00b6b99,72
67b84858232c26ed2c0547cb,72
67b848b1fe0bda8310054d65,72
67b84952210078d46e04fedd,72
67b8499e7d1ca8fb6f08ece4,72
67b849ed5897ad54be0e3bee,72
67b84a40a36a836515077f06,72
67b84a7a11f902fd9604a23c,72
67ba94e3430b5e95d8038103,14
67ba95ba9468463ce7055812,82
67ba96abd5417f51b903bb63,82
67ba974febe0ac7dea0a5d84,82
67ba9878461f6f60440297a8,82
67ba9a31eef8b156e100c742,14
67ba9b443a0f2706d6041ce2,82
67ba9bcdfee6a000bf0baee2,82
67ba9c584797acd3b40ee9f3,82
67ba9ce163b70faeb70cc3e3,82
67ba9d696377264082098cc2,82
67ba9e1d9cc98020360e3862,82
67c28ece6d29f66282064c12,119
67c28faf6d0d45d3d10d17c3,119
67c3f42bb812082f4a028f23,119
67c3f5f7292c2a6b18040712,119
67c3f88d16c0fbfcd40be0c5,119
67c3f9b7e1993dc2d7029f55,119
67c3fb36b86dc559c2095bb2,119
67c3ffb7f4f5f5ced00b1bd2,119
67c7f17cdf75c925cc04d59e,68
67c7f216df75c925cc04d5af,92
67c7f3cedf75c925cc04d5cf,69
67c7f3ff51297bdb83004190,92
67c7f44e4c83b55b71070e2c,92
67c7f4a251297bdb8300419c,92
67c7f59bbcf294ad8d0a5dc6,93
67c7f652a078e8814305bbd2,93
67c7f6d500dc4d41ee01140f,93
67c7f71dcf22913b740ab82c,93
67c7f783e6f9a9748302d37f,93
67c7f7c900dc4d41ee011432,93
67c7f8114156fbe6f3034826,93
67c7f85800dc4d41ee011446,93
67ca4d741cc95934e002ae1d,52
67ca4eff7bc34c338b014388,52
67ca501d7bc34c338b01438d,52
67ca53b11cc95934e002ae66,52
67ca55e7dafa48d79605bdf5,52
67ca56c43a938cdf25076f60,52
67ca57dd3c1afa87b10b5fba,52
67ca5fa93c1afa87b10b6042,52
67ca6080130bb758a10eb456,52
67ca61ba660ee86a760ade11,52
67ca6543e4205c6ae107f45c,52
67ce45b8f0c96be4d40d87f3,52
67ce466d10c143c78004f473,52
67ce47858e3e76a879093182,52
67ce482a818f01b244070226,52
67ce494df1433e60ed075962,52
67ce4a31f0c96be4d40d884a,52
67ce4aa28e3e76a8790931b7,52
67ce4b1379afba3e33038293,52
67ce4caff31100a4d70c509e,52
67ce4d48712ef1cf7407fdd2,52
67ce4ddd68043bb3490ca3b9,52
67ce4e54dca307f2b608e268,52
67cfa659b1a9a013b200c9fb,103
67cfa921f17dfde6b30fa15d,103
67cfa9a4abc90d40a9026873,103
67cfaa21a6fef3868108d4ae,103
67cfab1b66abb4171200581a,103
67cfac20bb271b196d0ab724,103
67cfaca9bb271b196d0ab735,103
67cfad7fa6fef3868108d4f1,103
67cfadfea6fef3868108d4f9,103
67cfae751ce60af9640d5547,103
67cfb1a11ce60af9640d557e,103
67cfb43b5c58222c81049692,103
67d0fff9521acb725f019120,74
67d100b3335c9a31580036a8,74
67d1014a9221c131e100f6d5,74
67d1029ab675a58b7406997b,74
67d103395492b4a9700c73f7,74
67d10418e1916ff33e0248e5,74
67d104e0f9df23be940dce98,74
67d105a4cb43ffebb1023998,74
67d1061cf9df23be940dd5ae,74
67d106a328f31d022106bba4,74
67d10795d12cc53f220143a9,74
67d1083628f31d022106bbc5,74
67d2a3f8545f9e34c609e34b,81
67d2a4909f61a17aaa0a39c0,81
67d2a4fab1c7f00ade0f51bd,81
67d2a5974b2e9d759c0dabb4,81
67d2a60f8ef000dd9d03e433,81
67d2a690476ce097020318eb,81
67d2a6fe49d915855f001902,81
67d2a7acafc81bf06e056238,81
67d2a85d49bccd7c3f0a42a8,81
67d2a8cf4b87260c790b3183,81
67d38c66c524e6a3170fc9fb,60
67d38cf6bebd44a32c02542e,60
67d38d6c619b621d010ef687,60
67d38e33dfc424c37e0fc390,60
67d38ed95c854eea9400a2a3,60
67d38f62cd231f703805c5ef,60
67d38fd8cd231f703805c5fe,60
67d3904820c4e1e466004387,60
67d390b4557d151dcd0b949a,60
67d39118deb9e2a1350e97c3,60
67d8c2fd3403a7894c0c9992,52
67d8d0667eaf507267081fff,45
67d8d1160664bd022a0455e7,45
67d8d1855488a425c40a635e,45
67d8d2fee805891078063e67,45
67d8e53362e976e162010fe7,45
67d8e68e2435189e83046c85,45
67d8e788ce1173712f0eae3e,45
67d8e82a67ec180eb003a42e,45
67d8e88067ec180eb003a43e,45
67d8e92679631f17b907c4c6,45
67d8e99ef1edcc74cb0f2e09,45
67d8ea03ad6d428eab02bb8f,45
67e3a1b87088cbacb0063c53,119
67e3b8612d8608a14500a834,119
67e5f6f16d62a1ab7a036147,45
67e64e9332fb67ae180abd22,45
67ff0b4767afc2b6ea08dda6,37
67ff0e935242d38dab014d89,37
67ff119e6f54b00bbd05a9c3,37
67ff12aad0a5437b07035884,37
67ff15e6ae762e57790f3d16,37
67ff1695bb2945b4450aa986,37
67ff1760e6165f970c041db2,37
67ff18af17ae78dcca0952c1,37
67ff1a10e177ba5bbe0ef47f,37
67ff1abf165080c33a00c9a6,37
67ff1bd0b9e7e6595b049f99,37
67ff1cb32f966ad0bd0398b3,37
67ff1db19b5e5de1820f4cd7,37
67ff1f3a22fea16d2f0ac2d4,37
67ff20a837d67431ee0df54b,37
67ff236f269eadaea2084c23,37
67ff241154417f7f31070174,37
67ff24bb0000879d5f0838a6,37
67ff2586605b672b760fc2ab,37
67ff25f964c799dc8d09f702,37
6800d2358ab2ed76090f4891,122
68182ffab6e1cf33730a7137,37
68182ffab6e1cf33730a7138,37